accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,lsoa_of_casualty,collision_to_casualty_home_postcode,enhanced_casualty_severity,grid_x,grid_y,longitude,latitude,geom,police_force,accident_severity,number_of_vehicles,number_of_casualties,obs_date,lad_stats19,lah_ons,first_road_class,first_road_number,road_type,speed_limit_mph,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,enhanced_collision_severity,lad_ons,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,was_vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_home_area_type,lsoa_of_driver,escooter,collision_to_driver_home_postcode,from_pt,to_pt,generic_make_model
2023010433550,1,1,Pedestrian,Male,4,0 - 5,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000032,<= 5km,NA,548037,189195,0.135205,51.582178999999996,0101000020E610000046DE8547694EC13F95CF39C784CA4940,1,Slight,1,1,2023-03-21T12:15:00Z,-1,E09000002,U,NA,Unknown,20,Not a junction,NA,NA,-1,NA,NA,Daylight,Unknown,NA,None,None,Urban,No - accident was reported on self completed form,E01000030,NA,E09000002,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,NA,No,Not known,Female,67,66 - 75,1595,Petrol,10,Urban area,E01000029,FALSE,<= 5km,NA,NA,MERCEDES C CLASS
2023451383448,1,1,Pedestrian,Female,51,46 - 55,Serious,Centre of carriageway without refuge,Walking back to traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01030370,<= 5km,Less Serious,514930,166443,-0.349777,51.385407,0101000020E610000006626A97BE62D6BF8339D5F854B14940,45,Serious,1,1,2023-12-06T08:30:00Z,-1,E10000030,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fog or mist,Frost or ice,None,None,Urban,Yes,E01030369,Less Serious,E07000207,9,No tow,Turning right,On main cway not in restricted lane,Entering main road,None,None,NA,None,Front,No,Taking pupil to from school,Male,42,36 - 45,1998,Petrol,4,Urban area,E01030369,FALSE,<= 5km,NA,NA,BMW X2
2023201358430,1,1,Pedestrian,Female,6,6 - 10,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01009273,<= 5km,Very serious,404073,290006,-1.94142,52.507935,0101000020E6100000B5FE12D20E10FFBF077072F703414A40,20,Serious,1,1,2023-07-21T17:45:00Z,-1,E08000025,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01009273,Very serious,E08000025,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Journey as part of work,Male,41,36 - 45,1798,Hybrid electric,5,Urban area,E01009270,FALSE,<= 5km,NA,NA,TOYOTA PRIUS
2023141357035,1,1,Pedestrian,Male,16,16 - 20,Serious,Centre of carriageway without refuge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01007535,<= 5km,Less Serious,456620,401655,-1.147735,53.508543,0101000020E61000007443E3BE1F5DF2BF8A57FAE317C14A40,14,Serious,1,1,2023-09-27T16:51:00Z,-1,E08000017,A,630,Dual carriageway,40,Not a junction,NA,NA,-1,None,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01007535,Less Serious,E08000017,11,No tow,NA,Bus lane,Not at or within 20 metres of junction,None,None,NA,None,Offside,No,Other,Male,59,56 - 65,9360,Heavy oil,15,Urban area,E01008096,FALSE,>20 and <=100km,NA,NA,VOLVO MODEL MISSING
2023451362725,1,1,Pedestrian,Male,78,Over 75,Serious,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01030736,<= 5km,Very serious,505398,170880,-0.485387,51.427137,0101000020E6100000F9015CF09210DFBF3C204C62ACB64940,45,Serious,1,1,2023-10-13T18:45:00Z,-1,E10000030,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01030740,Very serious,E07000213,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Female,19,16 - 20,999,Petrol,5,Urban area,E01030741,FALSE,<= 5km,NA,NA,VOLKSWAGEN POLO
2023991375479,1,1,Pedestrian,Male,89,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01005641,>100km,Moderately serious,249346,671112,-4.411709,55.909455,0101000020E6100000FAC6A60497A511C07BCA6DFB68F44B40,99,Serious,1,1,2023-11-16T20:35:00Z,-1,S12000039,U,NA,Roundabout,30,Mini-roundabout,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,-1,Moderately serious,S12000039,9,No tow,NA,On main cway not in restricted lane,Leaving roundabout,None,None,NA,None,Nearside,No,Other,Female,37,36 - 45,1395,Hybrid electric,3,Urban area,-1,FALSE,<= 5km,0101000020E6100000B90EDB6B56A511C031B5309B65F44B40,0101000020E61000002D1DFE1334A611C0692B78B86CF44B40,SKODA SUPERB
2023501391213,1,1,Pedestrian,Male,51,46 - 55,Serious,"In carriageway, not crossing",Walking back to traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01018864,<= 5km,Less Serious,162150,35289,-5.332148,50.169798,0101000020E61000001535C28C1E5415C0E36AF3DEBB154940,50,Serious,1,1,2023-12-21T18:44:00Z,-1,E06000052,B,3280,Single carriageway,60,Not a junction,NA,NA,-1,None,None,Darkness - no lighting,Fine high winds,Wet or damp,None,None,Rural,Yes,E01018979,Less Serious,E06000052,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Not known,Female,57,56 - 65,1598,Heavy oil,8,Rural,E01018864,FALSE,<= 5km,NA,NA,JEEP RENEGADE
2023170S11523,1,1,Pedestrian,Male,22,21 - 25,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01012273,<= 5km,NA,444318,518985,-1.316129,54.564162,0101000020E610000048A433FCDC0EF5BF017CFD6C36484B40,17,Serious,1,1,2023-08-20T04:30:00Z,-1,E06000004,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01012267,NA,E06000004,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Not known,-1,NA,1596,Petrol,14,NA,-1,FALSE,NA,NA,NA,FORD FOCUS
2023111381756,1,1,Pedestrian,Male,18,16 - 20,Fatal,On footway or verge,"In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Fatal,413121,550095,-1.7972,54.845497,0101000020E6100000A80E39AE54C1FCBF92E1E734396C4B40,11,Fatal,2,1,2023-12-02T13:10:00Z,-1,E06000047,U,NA,Single carriageway,60,Not a junction,NA,NA,-1,NA,NA,Daylight,Fine no high winds,Snow,NA,NA,Rural,Yes,E01020669,Fatal,E06000047,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,Skidded,Previous accident,Nearside,None,Front,No,Not known,Female,57,56 - 65,1560,Heavy oil,13,Urban area,E01020651,FALSE,<= 5km,NA,NA,PEUGEOT 207
2023052301817,1,1,Pedestrian,Female,76,Over 75,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01006922,<= 5km,NA,329794,406957,-3.061213,53.554525,0101000020E61000009278E01B5D7D08C0197D5EA2FAC64A40,5,Fatal,3,2,2023-08-02T16:15:00Z,-1,E08000014,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01007081,NA,E08000014,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,Did not leave carriageway,None,Front,No,Not known,Female,95,Over 75,1398,Petrol,11,Urban area,E01006926,FALSE,>5 and <= 10km,NA,NA,VAUXHALL CORSA
2023052301817,1,2,Pedestrian,Female,80,Over 75,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01006937,>5 and <= 10km,NA,329794,406957,-3.061213,53.554525,0101000020E61000009278E01B5D7D08C0197D5EA2FAC64A40,5,Fatal,3,2,2023-08-02T16:15:00Z,-1,E08000014,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01007081,NA,E08000014,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,Did not leave carriageway,None,Front,No,Not known,Female,95,Over 75,1398,Petrol,11,Urban area,E01006926,FALSE,>5 and <= 10km,NA,NA,VAUXHALL CORSA
2023010437228,1,1,Pedestrian,Male,40,36 - 45,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003933,<= 5km,NA,530636,178983,-0.119572,51.494707,0101000020E610000041F05ED2449CBEBF15B5AF7D52BF4940,1,Slight,1,1,2023-04-13T16:29:00Z,-1,E09000022,A,3203,Single carriageway,20,Other junction,NA,C,NA,None,Zebra,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,E01003013,NA,E09000022,9,No tow,NA,NA,NA,NA,NA,Offside and rebounded,NA,NA,NA,Not known,Not known,-1,NA,1598,Petrol,11,NA,-1,FALSE,NA,NA,NA,VAUXHALL ASTRA
2023471305817,1,1,Pedestrian,Female,22,21 - 25,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01031515,<= 5km,Slight,497563,121290,-0.611513,50.982762,0101000020E6100000D64893228391E3BFF43D5016CB7D4940,47,Slight,1,2,2023-05-10T08:05:00Z,-1,E10000032,A,285,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01031515,Slight,E07000225,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Nearside,No,Commuting to from work,Female,64,56 - 65,1395,Petrol,6,Rural,E01031479,FALSE,<= 5km,NA,NA,VOLKSWAGEN GOLF
2023471305817,1,2,Pedestrian,Female,1,0 - 5,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01031515,<= 5km,Slight,497563,121290,-0.611513,50.982762,0101000020E6100000D64893228391E3BFF43D5016CB7D4940,47,Slight,1,2,2023-05-10T08:05:00Z,-1,E10000032,A,285,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01031515,Slight,E07000225,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Nearside,No,Commuting to from work,Female,64,56 - 65,1395,Petrol,6,Rural,E01031479,FALSE,<= 5km,NA,NA,VOLKSWAGEN GOLF
2023451323332,1,1,Pedestrian,Male,26,26 - 35,Serious,Centre of carriageway without refuge,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01030659,<= 5km,Less Serious,504896,164547,-0.494474,51.370306,0101000020E6100000716E0B2578A5DFBF3E03AC2366AF4940,45,Serious,1,1,2023-06-27T15:15:00Z,-1,E10000030,B,3121,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01030649,Less Serious,E07000212,19,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Offside,No,Journey as part of work,Male,37,36 - 45,1997,Heavy oil,3,Rural,E01030677,FALSE,<= 5km,NA,NA,PEUGEOT EXPERT
2023211384887,1,1,Pedestrian,Female,30,26 - 35,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01029437,<= 5km,Fatal,423285,324111,-1.655968,52.814045,0101000020E610000097DEDE43D87EFABF4333269132684A40,21,Fatal,2,1,2023-12-09T07:41:00Z,-1,E10000028,A,38,Dual carriageway,70,Not a junction,NA,NA,-1,NA,NA,Darkness - no lighting,Raining no high winds,Wet or damp,NA,NA,Rural,Yes,E01029446,Fatal,E07000193,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Male,53,46 - 55,999,Petrol,1,Urban area,E01014176,FALSE,>20 and <=100km,0101000020E61000006D0998AED581FABF975CAC4326684A40,0101000020E6100000685E5AB4487CFABF1F10D10C3B684A40,FORD PUMA
2023451390823,1,1,Pedestrian,Female,44,36 - 45,Serious,On footway or verge,Walking facing traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01030973,<= 5km,Moderately serious,505194,156747,-0.492496,51.30014,0101000020E6100000B4EBA0310F85DFBF04E274EF6AA64940,45,Serious,1,1,2023-12-20T17:05:00Z,-1,E10000030,U,NA,Unknown,30,Not a junction,NA,NA,-1,None,None,Darkness - lights unlit,Fine no high winds,Wet or damp,None,None,Rural,Yes,E01030459,Moderately serious,E07000209,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Male,85,Over 75,1991,Heavy oil,13,Small town,E01030476,FALSE,<= 5km,NA,NA,MERCEDES B CLASS
2023622300777,1,1,Pedestrian,Male,35,26 - 35,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,W01001191,>20 and <=100km,NA,257298,196733,-4.064121,51.651228,0101000020E6100000E570F1CBA84110C0875FEE5F5BD34940,62,Slight,1,1,2023-09-10T17:46:00Z,-1,W06000011,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,W01000779,NA,W06000011,8,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Nearside,No,Not known,Male,26,26 - 35,999,Petrol,3,Urban area,W01000631,FALSE,>5 and <= 10km,NA,NA,-1
2023471340483,1,1,Pedestrian,Male,49,46 - 55,Serious,Centre of carriageway without refuge,Walking facing traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01031708,<= 5km,Very serious,531537,118907,-0.128628,50.954593,0101000020E610000099DAAC09E376C0BFB86C530B307A4940,47,Serious,1,1,2023-08-10T23:43:00Z,-1,E10000032,U,NA,Single carriageway,30,Other junction,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01031708,Very serious,E07000228,3,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,Skidded,None,NA,None,Front,No,Not known,Not known,-1,NA,125,Petrol,4,NA,-1,FALSE,NA,NA,NA,LEXMOTO LXR
2023430452226,1,1,Pedestrian,Female,21,21 - 25,Serious,Centre of carriageway without refuge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01023178,>20 and <=100km,NA,453307,206278,-1.229169,51.752668,0101000020E610000028F22E8BADAAF3BF76E06D5E57E04940,43,Serious,2,1,2023-10-08T19:00:00Z,-1,E10000025,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01028526,NA,E07000178,19,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Journey as part of work,Male,23,21 - 25,2148,Heavy oil,17,Rural,E01031877,FALSE,>20 and <=100km,NA,NA,MERCEDES VITO
2023010458212,3,3,Pedestrian,Male,39,36 - 45,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003516,<= 5km,NA,541627,181727,0.039751,51.51672,0101000020E61000006730F43D4A5AA43F6D19A3CF23C24940,1,Serious,3,3,2023-07-31T16:34:00Z,-1,E09000025,C,NA,Single carriageway,20,T or staggered junction,Give way or uncontrolled,C,NA,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01003518,NA,E09000025,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,Other object,Did not leave carriageway,Wall or fence,Front,No,Not known,Male,20,16 - 20,2143,Heavy oil,6,Urban area,E01004269,FALSE,<= 5km,NA,NA,MERCEDES GLC CLASS
2023010458212,3,2,Pedestrian,Female,38,36 - 45,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003516,<= 5km,NA,541627,181727,0.039751,51.51672,0101000020E61000006730F43D4A5AA43F6D19A3CF23C24940,1,Serious,3,3,2023-07-31T16:34:00Z,-1,E09000025,C,NA,Single carriageway,20,T or staggered junction,Give way or uncontrolled,C,NA,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01003518,NA,E09000025,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,Other object,Did not leave carriageway,Wall or fence,Front,No,Not known,Male,20,16 - 20,2143,Heavy oil,6,Urban area,E01004269,FALSE,<= 5km,NA,NA,MERCEDES GLC CLASS
2023440031875,1,1,Pedestrian,Female,84,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01016192,<= 5km,NA,485122,159761,-0.779609,51.330586,0101000020E6100000E757CE8B8FF2E8BFD02C599950AA4940,44,Serious,1,1,2023-01-24T10:30:00Z,-1,E10000014,A,30,Single carriageway,30,Crossroads,Auto traffic signal,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01022847,NA,E07000089,19,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Not known,Male,-1,NA,2200,Heavy oil,2,NA,-1,FALSE,NA,NA,NA,CITROEN RELAY
2023302300664,1,1,Pedestrian,Male,16,16 - 20,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01019673,<= 5km,NA,446776,341216,-1.305005,52.966275,0101000020E6100000D5B302E54CE1F4BFA3700BD9AE7B4A40,30,Serious,1,1,2023-04-26T17:50:00Z,-1,E10000007,A,609,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Central Refuge,Daylight,Unknown,Dry,None,None,Urban,Yes,E01019657,NA,E07000036,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Nearside,No,Not known,Male,73,66 - 75,NA,NA,NA,Urban area,E01019659,FALSE,<= 5km,NA,NA,-1
2023302300014,1,1,Pedestrian,Male,77,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,447787,333061,-1.291152,52.892884,0101000020E610000002D2099D8EA8F4BF677B55FA49724A40,30,Serious,1,1,2023-01-03T17:15:00Z,-1,E10000007,U,NA,Single carriageway,30,Crossroads,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01019708,NA,E07000036,9,No tow,Turning right,On main cway not in restricted lane,Entering main road,None,None,NA,None,Front,No,Not known,Male,48,46 - 55,1596,Petrol,17,Urban area,E01013976,FALSE,>5 and <= 10km,NA,NA,FORD FOCUS
2023061296176,1,1,Pedestrian,Male,6,6 - 10,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01006254,<= 5km,Slight,356672,407319,-2.655585,53.560691,0101000020E610000064B5C63AA33E05C0923A79ADC4C74A40,6,Slight,1,1,2023-03-30T08:15:00Z,-1,E08000010,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,E01006254,Slight,E08000010,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,30,26 - 35,1969,Petrol,5,Urban area,E01006260,FALSE,<= 5km,NA,NA,VOLVO V40
2023010476341,1,1,Pedestrian,Female,16,16 - 20,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001538,<= 5km,NA,533519,197555,-0.071013,51.660927,0101000020E6100000BEA84A5FEC2DB2BFA942173099D44940,1,Slight,1,1,2023-11-03T18:10:00Z,-1,E09000010,U,NA,Single carriageway,30,Other junction,Give way or uncontrolled,C,NA,None,Zebra,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,E01001538,NA,E09000010,9,No tow,NA,NA,NA,NA,NA,Offside and rebounded,NA,Front,NA,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023010446029,1,2,Pedestrian,Female,49,46 - 55,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01002034,<= 5km,NA,535575,192155,-0.043396,51.61191,0101000020E61000003ECBE6C20938A6BFEEBEBD0653CE4940,1,Fatal,1,2,2023-05-30T14:50:00Z,-1,E09000010,A,406,Dual carriageway,40,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01001559,NA,E09000010,9,No tow,Changing lane to left,Footway (pavement),Not at or within 20 metres of junction,None,Other object,Nearside,Bus stop or bus shelter,Front,No,Not known,Male,26,26 - 35,1461,Heavy oil,4,Urban area,E01001977,FALSE,<= 5km,NA,NA,MERCEDES A CLASS
